arg_id,Argument,Concern1
Base_331,so how do people who ca n't afford university but could well help the future of the country access the ability to more forward and grow ?,acc_aff
Base_333,the general public pays taxes for the maintenance and improvement of society - pay for higher education is justified if it benefits society,gov_finance
Base_334,that 's like saying that healthcare is n't taken seriously because it 's 'free ' at the point of use and paid for by taxes,gov_finance
Base_336,"again , that puts a disproportionate burden on people from poor backgrounds . people from affluent backgrounds would n't need to take part time jobs",career
Base_342,the fees are only a subsidy to parents who can afford to support young people at college . all students should be self-supporting .,acc_aff
Base_344,"yes , i do think that - except education is compulsory to 18 and highly regarded afterwards . it should be accessible to all and it should be funded via loans .",student_finance
Base_347,well believing that is a bad argument for fees or free fees .,free
Base_350,you do - they earn more and are more productive and pay more tax . and yes - parents should not be encouraged to fund university education .,gov_finance
Base_352,the amount is arbitrary . loans are just a tax . they need a whole infrastructure to administer them . graduates and educated people are a benefit to society and we should contribute for education via the tax system,gov_finance
Base_354,loans are an unfair way to start your working life . why not make mothers on maternity leave take a loan to cover the cost of not working for a while . why not have loans to pay for the cost of your parents care .,student_finance
Base_357,a loan is always an interest-bearing relationship that tangles students in debts for decades,student_finance
Base_358,"citizens make very little choices on how taxes are spent in any case : army , infrastructure , healthcare ...",gov_finance
Base_359,"if the general taxation is progressive enough , the burden of higher education will be more evenly distributed than a lump-sum £9000 per year per person",gov_finance
Base_360,"i am not saying higher education will be free : it will be free at the point of purchase , like the nhs , but it will be paid for more fairly by the general public , so the burden will more heavily fall on those who can most afford it",free
Base_362,"free higher education also allows further education for everyone . the funding would come from a tax on everyone , but a progressive one that makes wealthier people pay more",gov_finance
Base_364,"those that want to work hard could be put off by the loan if the prospect of getting employment and ever repaying the loan becomes almost impossible , like now",student_finance
Base_366,"no , fees is a way to put off working class students from getting into higher education , or to lock them up in debt relations , while allowing for wealthy students to go on with their studies without bother",student_finance
Base_368,"sweden has high rates of employment and high attendance rates in university , and higher education is free there",free
Base_370,"sweden has low unemployment rates and generous welfare state , yet higher education is free",free
Base_371,"why should higher education funding impact nhs ? before the tuition fee hike , higher education was funded by the government also in the uk . if you introduce a national tax on education , you would just take additional resources instead of cutting healthcare",gov_finance
Base_372,i think they should be abolished because they are far too unrealistically expensive and people can not afford to learn .,acc_aff
Base_373,i think the richer people should be taxed and the poor should get education free .,free
Base_375,"but some people who really do want to learn and invest in their future , especially the poorer people , will never have a chance at accomplishing their life goals because they simply can not afford to .",acc_aff
Base_380,"exactly the problem , the current members of the government are too selfish to help students . everyone should be provided with equal learning opportunities regardless of their financial status .",gov_finance
Base_382,we will gain it back through taxes paid from the higher wages of the students,gov_finance
Base_388,"it is still debt at the start of someones working life , it does not seem smart to me .",student_finance
Base_390,you dont have a very good view of students do you . free education is paramount to the success of the uk .,free
Base_393,people who want to expand there education should be able to do so for free,free
Base_394,education hes people get better jobs so they pay more taxes in the future,career
Base_397,the fee is a way of insuring only those who can afford it get in so poorer people are excluded,acc_aff
Base_400,it would be fairer if it was free for all and i think only people who are serious about there education would apply for a space,free
Base_401,they should not have to be reliant on loans the fees should be scrapped,student_finance
Base_403,not everyone is able to afford to pay for further education . everyone should be entitled to better themselves through education,acc_aff
Base_408,"rich kids do n't need loans , they are more than capable of paying for their education . people from poorer backgrounds are n't so lucky",student_finance
Base_409,thats good but again if they do n't need a loan then the should n't get one . it needs to be poven they need help financially,student_finance
Base_416,which is good but not everyone can afford student fee 's . they will be paying it for the rest of their days,acc_aff
Base_419,fee 's should only be paid for by those who are wealthy enough to afford it,acc_aff
Base_420,i think due to the cost of living university fees are far to high for the average student and leave many in debt,student_finance
Base_421,i think there should be a choice when a couple has a child to take a small amount monthly with wage packet tax rather than charge everyone and can be set up like a fund as a choice,gov_finance
Base_422,by saying that you take away the choice of those that can not afford to get further education and thus limit the possibilities of further education,acc_aff
Base_423,if the student is also working extra jobs to fund this how can they possibly devote time to full time learning to their full potential,career
Base_424,in reality the fee puts those same people off and makes they go into apprentiships and jobs they wouldnt nessessarily have picked otherwise,career
Base_427,no matter what a loan is a loan and you are leaving those who are young and in a vunerable position in debt,student_finance
Base_428,i wouldnt mind that i think most would pay higher taxes for the nhs and i believe there is nothing wrong with looking at how things are run and reorganising to make things work,gov_finance
Base_432,schhols are free up to the age of 16 and that education is valued,free
Base_434,l agree but a lot of young folk cant afford the fees and either can there parents,acc_aff
Base_435,l disagree as further education if you want to get a high paid job is essential,career
Base_436,but you are still in debt and l have a daughter paying off her uni debt and its hard for her to do,student_finance
Base_438,but they have to pay an interest rate on the loan and that increases the amount that they have to pay back,student_finance
Base_439,so what about if tuition is free then they pay to tale the guadulation exam,free
Base_441,yes bit at the end of the day the jobs requireing no degrees are sortout by loads of applicants where as only few apply for degree required jobs,career
Base_442,"infortunately jobs are noteasy to get whether you hava degree or not , and even with a degree you can guaranteed you will ever get a job",career
Base_443,no l disagree a good education is a good background for the right job if it becomes available,career
Base_449,"this is true , but you 're also more likely to get people that would study to become doctors and nurses because they can now afford to study for that long , whereas it may be too expensive for many people now .",acc_aff
Base_451,"i do n't believe in removing maintenance fees , only tuition fees . we should try to better ourselves and people in our society rather than drag them through mountains of debt that does n't , in most cases , get paid off anyway .",student_finance
Base_452,but by lowering or abolishing fees you would n't need to be privileged to attend university in the first place . majority of people rely on parents or part time jobs anyway as maintenance loan is not enough to cover high rent in university halls .,career
Base_452,but by lowering or abolishing fees you would n't need to be privileged to attend university in the first place . majority of people rely on parents or part time jobs anyway as maintenance loan is not enough to cover high rent in university halls .,student_finance
Base_453,i believe that the fee is a way of excluding certain people below a certain privilege because they can not afford to go .,acc_aff
Base_455,"you get people attending university that do n't really want to anyway , they can just afford to get in more debt .",student_finance
Base_456,"it is still a loan that comes out of your well earned pay check each month , for something that overall benefits society as well as the individual .",student_finance
Base_455,"you get people attending university that do n't really want to anyway , they can just afford to get in more debt .",acc_aff
Base_461,but someone who doesnt go to university because of the debt it causes and the cost could have been an amazong doctor or a great asset to the country,student_finance
Base_464,i think students would want to finish the degree as soon as possible to get a paying job so they can earn money,career
Base_470,they place barriers on education which is something i believe should be universally free,free
Base_472,"the general public benefits in turn from a more education population and workforce , so they see a return on their taxes",gov_finance
Base_473,and with a good job and good money they can afford to pay higher fees to contribute to the free education system that they could benefit from,acc_aff
Base_473,and with a good job and good money they can afford to pay higher fees to contribute to the free education system that they could benefit from,free
Base_473,and with a good job and good money they can afford to pay higher fees to contribute to the free education system that they could benefit from,career
Base_474,"degrees would still remain fairly exclusive because the system of learning and assessment still does n't appeal to everyone , even if it was free . it would just open up the possibility of free education to everyone who it did appeal to",free
Base_482,education is a right and should n't be available only to those that can afford it,acc_aff
Base_487,it is a way of selecting people who are smart enough and who can afford it - people who can not support themselves in full time education are excluded,acc_aff
Base_493,university graduates are needed for society to continue functioning and nobody should start their working life in considerable debt .,student_finance
Base_495,but nobody wants a loan hanging over their heads . fewer and fewer of them are earning anything like what they expected to earn . too many are ending up in zero-hour contracts .,student_finance
Base_496,"no , not deliberately , though one might chose a marginally lower paid job that keeps one below the threshold for repayment over one that edges them above that threshold .",career
Base_502,do you think students working part time alongside their degrees might be detrimental to their studies ? is it fair that some students are sufficiently well off that they can devote all their time to their studies while others have to take on jobs to support themselves ?,career
Base_505,i think fees should be abolished because all those who put them in place benefited from free higher education and have pulled the drawbridge up behind them,free
Base_506,"that 's not my argument - i think there should be a graduate tax , so that the paying for higher education is more fairly spread",gov_finance
Base_514,"in that case , make every graduate pay a graduate tax until they 've paid a certain amount - that will include the long-graduated who decided to bring in this system when they 'd had their education for free !",gov_finance
Base_514,"in that case , make every graduate pay a graduate tax until they 've paid a certain amount - that will include the long-graduated who decided to bring in this system when they 'd had their education for free !",free
Base_519,"i disagree . i 'd rather have educated doctors , teachers , nurses , etc . than not ! happy to pay my taxes for that .",gov_finance
Base_523,"university fees are too high , excluding many potential students who ca n't afford them .",acc_aff
Base_524,"a student may really , really want to study , but ca n't afford to or do n't want a huge debt .",student_finance
Base_525,these students will hopefully get a good job after university that will pay back into the economy via their taxes .,gov_finance
Base_525,these students will hopefully get a good job after university that will pay back into the economy via their taxes .,career
Base_527,"want , desire and dedication are not the same as what someone can afford . you ca n't measure those things by money .",acc_aff
Base_530,"many will have huge student loans that will pull them back for years of their life as they start the workforce , it will weigh over them and affect their finance .",student_finance
Base_531,"perhaps the government could subsidise fees , saving money from elsewhere that is otherwise wasted .",gov_finance
Base_534,"true , but the people that can afford to go to university are often middle class .",acc_aff
Base_540,it would open up the university route to more people who ca n't afford the fee 's,acc_aff
Base_541,the goverment should come up with something to help people and not leave it for tax payers,gov_finance
Base_543,"even so , the university option should be opened up to everyone and not just those who are usually higher up in the income bracket with families in high paid jobs .",career
Base_544,studying and a part time job does n't leave them much time for a social life and getting out with friends . studying it 's self can be hard and take lot 's of hours out of university time for exam studies .,career
Base_545,"this could be done by going on peoples exam results from school , the higher the grades the better the college . fees can also end up getting most of the students in to debt before they even begin a working life .",student_finance
Base_546,"if people are serious enough about their studies and have a goal they have set for the job they would like to achieve , then majority of people will stick with it . the people that tend to drop out are the one 's that find university is n't actually for them .",career
Base_548,either way the loan still have to be paid back . not everyone who finishes university ends up in the job they wanted and can end up struggling .,career
Base_549,"education is a big part of life and if the government can throw millions into upgrading the train services then why could n't they do the same with education . the more people that can gain a better education , the better for this country .",gov_finance
Base_550,they should be abolished because everyone should have the right to free education,free
Base_552,"this is not true , there are some countries where university is free for all and people still work very hard to obtain their degrees because they want to secure a well paying job afterwards",career
Base_556,"there are a lot of immigrants coming into the uk who take up these jobs though , the uk could aim to give a better chance to its citizens and provide them with better education",career
Base_560,but it 's better than paying taxes for criminals to mope around all day . at least this was it goes to something useful .,gov_finance
Base_565,another reason for it to go . no student loans would be neecd,student_finance
Base_569,i think taxes should pay for it as getting a job in public services more often than not needs a degree and taxes pay for that,career
Base_570,college is free and people take that seriously . if people didn ’ t want to take it seriously they wouldn ’ t be there,free
Base_572,universities in europe are free but have implemented fees if classes are failed or dropped out of . i think this is better than the system we use in the uk,free
Base_574,just because most students can doesn ’ t mean all can . it ’ s still a loan and still has to be paid back with an obscene amount of interest paid on top,student_finance
Base_575,government funding could easily be afforded . the government pays for school and college funding so why not university ?,gov_finance
Depth3_15,"Of course Universities need financial support too, it is a Government affair and support. When individuals decide to go to University, they hope to get high paid jobs,",career
Depth3_25,The prospect of having to pay back a loan once a certain level of income is reached may put young people off applying for jobs which will lead to a well paid career. ,career
Depth3_42,"Students could find themselves deliberately only accepting low paid jobs, in order to avoid paying back the loan. If money is tight and their salary only just means they have to repay the loan, that might be a debt too far. ",student_finance
Depth3_52,"Student loans only cover so much and only start after studying, you still need to put up a not insignificant amount of money to get going. And paying back the loans amounts to, in effect, a 9% tax on graduates.",student_finance
Depth3_43,University was free for a long time as it was generally accepted to be a worthy investment in the country's future. Graduates free of debt have more income to place back into the economy.,free
Depth3_53,"The government are still paying for the loans and probably won't see the money back when the loans are written off in 30 years time. Cheaper education and higher taxes is more sustainable than relying on students to pay back the loans, which they won't.",student_finance
Depth3_45,"Some students will never afford to pay back the loans, as a lot of degrees do not result in a high paying job at the end.",student_finance
Depth3_45,"Some students will never afford to pay back the loans, as a lot of degrees do not result in a high paying job at the end.",career
Depth3_46,People most of the time dont pay it back fully and the interest is too high to make a reasonable dent so it is also hurting government funding,student_finance
Depth3_56,Even students loans are difficult to pay back not everyone gets a good paid job ,career
Depth3_71,People shouldn't feel they can't apply for better paid jobs because they're afraid of having to pay back a huge debt. ,student_finance
Depth3_81,Other countries like Germany someone manage to have a fair tax system and free and excellent education,free
Depth3_63,Some families are from a poor background and would struggle to pay the university fees or get a loan. ,acc_aff
Depth3_65,"There are countries where university is entirely free. 9k is a high amount, not to mention the interest rate on the student loans. Universities, even if not free, should be at least cheaper",free
Depth3_74,"There is no guarantee that you will get a job after your degree. The student loan does take a significant percentage from your monthly wage slip, which doesn't seem fair.",career
Depth3_75,The interest rates are high and puts pressure on the student to find a highly paid job as fast as possible after graduating. ,career
Depth3_84,Prospective students who have family relying on them to be the main provider often cannot afford to take out a loan and can find it difficult to find a job that can support both their education and other needs and responsibilities.  ,student_finance
Depth3_84,Prospective students who have family relying on them to be the main provider often cannot afford to take out a loan and can find it difficult to find a job that can support both their education and other needs and responsibilities.  ,career
Depth3_92,"Firstly it is very hard to juggle having a full time education with a job, and these loans have high interests rates which is essentially exploiting these kids because they don't typically have any other options.   ",career
Depth3_76,"So if people had bad credit scores, or didn't have the ability to access this loan, this would basically affect their chance to get a well paid job? ",career
Depth3_103,Everyone can't afford loans and end up defaulting on the loan or pay it back over an extreme amount of time as they didn't get the job they thought they'd get,student_finance
Depth3_111,Some people would not be able to access these student loans and again this gets them into debt. ,acc_aff
Depth3_103,Everyone can't afford loans and end up defaulting on the loan or pay it back over an extreme amount of time as they didn't get the job they thought they'd get,acc_aff
Depth3_111,Some people would not be able to access these student loans and again this gets them into debt. ,career
Depth3_112,Potential students that are on a lower income may be put off by the high fees applied to university courses. They maybe more likely to access free courses in order  to achieve similar outcomes ,acc_aff
Depth3_113,"However they aren't earning enough, and just getting into debt and therefore the government is getting into debt because students cannot pay it back. ",student_finance
Depth3_114,The loan system may make a mistake that will cause issues with economic groups saving up to go to university.,free
Depth3_133,"Why should those who contribute back to society such as doctors, nurses and teachers spend years paying back money to contribute to society.",student_finance
Depth3_134,"The world needs people qualified in all sorts of fields, it should be lower across the board to allow everyone a fair chance when getting a job.",student_finance
Depth3_136,Higher education should not be expected. Young people should be educated more on apprenticeships and other avenues where their university funds are paid for ,free
Depth3_143,That's how taxes work though. We all pay for essential services like the police without necessarily using them directly. ,acc_aff
Depth3_151,"Young people will start their adult lives with a debt, which must be paid. Some people will not go to university just to avoid them.",free
Depth3_161,Students might be discouraged due to the steep fee and opt out of higher education.,career
Depth3_145,"So many people are applying for post graduate jobs that there is no guarantee of getting a ""good"" job after university anyway",student_finance
Depth3_152,"The students may shift their focus towards part-time jobs instead of education and it may result in lower grades, Also, students will have their own expenses to deal with before they can pay debt.",career
Depth3_146,What systems are in place? Even if there are bursaries available this stops as soon as you finish uni and job offers may not come in quickly,student_finance
Depth3_154,"9k is not enough,  when you consider the amount of knowledge and the earning potential you will get at the end of it",student_finance
Depth3_155,The students will also have to work part-time and study which may impact their performance,acc_aff
Depth3_165,"It can be good and free, people who cant afford education would like to perform better jobs too, they just do not have an opportunity",free
Depth3_165,"It can be good and free, people who cant afford education would like to perform better jobs too, they just do not have an opportunity",career
Depth3_171,Just because it doesnt need repaid immediately doesnt mean it is a good thing - you will end up in debt for the rest of your life if you cant get a job with a very good wage,student_finance
Depth3_184,"This still discourages some students, particularly those from backgrounds who do not want any form of debt. The interest rates also keep rising.",acc_aff
Depth3_201,"Well, it doesn't in the UK but the interest rates are quite high and force the student to find a job as fast as possible after graduating, otherwise he/she accumulates more and more interest ",career
Base_37,"young people deserve the opportunity to learn for free , government should support this to enable carers to continue . if people are unable to afford university then some jobs may become obsolete such as nurses , social workers etc who need degrees to train",gov_finance
Base_37,"young people deserve the opportunity to learn for free , government should support this to enable carers to continue . if people are unable to afford university then some jobs may become obsolete such as nurses , social workers etc who need degrees to train",free
Base_37,"young people deserve the opportunity to learn for free , government should support this to enable carers to continue . if people are unable to afford university then some jobs may become obsolete such as nurses , social workers etc who need degrees to train",acc_aff
Base_55,"the general public shudnt be expected to pay for it , the government should pay for it , or reduce the fees to a minimum so everyone who wants to go , can afford to",acc_aff
Base_57,"no i think your wrong . the fee puts the poorer families at a disadvantage as they ca n't afford to send their children . if they really want to select people going to better universities , the government could increase the points to get into that university/degree",acc_aff
Base_61,"but that student loan debt hangs wirh you , for the rest of your life . most students do n't earn enough to pay it back , and then the interest buklds up , and then it continues , where they can never afford to pay it ofd",acc_aff
Base_79,the amount many students earn after university is low as there are not enough jobs . therefore they are paying this debt for many years to come,career
Base_91,people can really want to get into university and not be able to afford it nor want the pressure of student loan debt .,acc_aff
Base_96,i think that if we want people to achieve more and get better jobs then the ability to get a degree education should be free for all . and not be something that only people with more money can get,free
Base_102,"well i think its good that they only repay when they are earning quite a lot as that 's what universities are sold as giving the opportunity for , they should help you get more money then you can pay back the debt to tax payers",gov_finance
Base_114,what about the ones who can not get a loan or who are put off by the huge level of debt they will be left with . the government has recently sold off a lot of debt which is now being aggressively chased at 6 % interest rates,gov_finance
Base_132,i disagree . a graduate tax is based on ability to pay and does n't require a loan beforehand,student_finance
Base_164,"student loans must be paid back , so do count as debt . the only way they would not count as debt is if the government believed graduates would not be able to find employment and if that is the case - the job market must be addressed .",career
Base_164,"student loans must be paid back , so do count as debt . the only way they would not count as debt is if the government believed graduates would not be able to find employment and if that is the case - the job market must be addressed .",gov_finance
Base_167,people getting higher education is helpful to the economy and the uk as a whole . if people can ’ t afford to be educated on important jobs we ’ re going to lose them and in turn lose out on money .,acc_aff
Base_223,"but these loans have to be repaid , and are getting more expensive . sadly the people who are making modern students pay for education all received free education themselves . many of them are from wealthy backgrounds , and are now expecting poorer people to pay for what thye received for free .",student_finance
Base_224,"these higher taxes would not happen . students who graduate statistically get higher paying jobs , and then pay more in tax as a consequence . they wont be paying back student fees , so will spend money in their communities more , but house , cars , goods , food , services , so communities overall are better off .",gov_finance
Base_236,"you 're suggesting debt be used as a weapon ? university places should be 'rationed ' by academic ability , not ability to pay or by graduates being coerced to pick courses which a likely to lead to well paid jobs .",career
Base_240,"student loans do very much count towards your debt . they 're also inescapable - even bankrupcty does n't relieve them . on top of that , the government sell the loan debt for pennies on the pound to private debt collectors .",gov_finance
Base_264,"it still causes too much debt for people who do not even have a full time job , or are n't guaranteed to get into their desired field",career
Base_268,"that 's why it should n't be free , just have a much lower loan amount",student_finance
Base_274,"education should be free , and with the price of fees nowadays , people are still in debt well into their late 20s , i am still in debt for example and i finished uni in 2014",free
Base_278,"most degrees dont even guyarantee you a job , so youre still in debt regardless",career
Base_281,"when you get a job , a makority of people cant afford to pay off debt because they have everyday needs like food and rent toi pay for , people are living poor when they dont have to",acc_aff
Base_281,"when you get a job , a makority of people cant afford to pay off debt because they have everyday needs like food and rent toi pay for , people are living poor when they dont have to",career
Base_284,"ha , the maintenance fee does n't cover it at all . those who are wealthy are fine but those who ca n't afford it ca n't get a loan to cover their living expenses , its not enough",student_finance
Base_304,it was free until the late 1990s & students then took university seriously & gained good jobs & prospects,free
Base_362,"free higher education also allows further education for everyone . the funding would come from a tax on everyone , but a progressive one that makes wealthier people pay more",free
Base_394,education hes people get better jobs so they pay more taxes in the future,gov_finance
